,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
17548,58,1,0,0,0,1,2,2,15,256.54,16326.38,9.0,571.44,0,1,1,1,0,5
17549,30,0,0,0,1,1,2,1,13,64.92,46312.25,26.0,595.86,0,1,1,2,2,5
17550,53,0,0,4,0,2,2,2,4,440.7,25259.05,15.976715237406287,767.27,0,1,1,2,1,3
17551,24,0,0,3,1,2,1,0,26,184.48,26667.67,21.0,686.8821987429081,0,1,1,2,3,3
17552,47,1,0,2,1,0,2,2,6,1154.839030522016,29999.13,17.0,638.6,0,1,1,2,3,5
17553,32,0,1,5,0,0,2,2,7,77.17,24493.62,18.0,446.92299153899626,0,1,1,3,2,3
17554,27,1,1,3,0,1,1,2,13,485.33,48153.32,16.0,786.06,1,0,1,1,8,2
17555,57,0,2,4,1,2,1,0,8,145.43,58259.36,-17.760161167341547,1100.3559764412464,1,0,1,1,5,1
17556,63,0,2,0,1,0,2,0,8,543.6,10778.93,23.0,587.38,0,1,1,1,1,5
17557,46,1,0,1,0,1,1,1,16,438.83,29780.11,25.0,1041.127066691141,1,1,0,0,7,3
17558,17,0,2,3,1,0,1,1,11,33.02,5492.28,18.0,1199.1860169161382,0,1,0,0,2,3
17559,12,0,2,5,0,2,2,0,9,77.14,16344.46,9.0,604.5,0,1,1,3,2,4
17560,35,0,2,2,1,1,0,1,23,1016.9,3668.84,15.976715237406287,620.45,1,0,1,1,3,5
17561,20,1,1,5,1,1,1,1,1,54.08,6785.21,28.0,662.46,0,1,0,0,0,4
17562,23,1,0,0,0,1,1,0,8,417.13,20139.53,25.0,627.77,1,0,1,1,2,5
17563,38,1,0,0,0,1,0,1,9,346.08,32614.73,8.0,603.56,0,1,1,2,1,4
17564,33,1,1,0,1,0,0,0,1,617.84,2993.19,15.976715237406287,538.12,0,1,1,2,0,5
17565,59,0,1,2,0,2,1,2,20,31.86,33387.55,8.0,689.01,1,0,1,2,0,4
17566,21,1,1,2,0,0,0,0,9,338.86,21632.92,15.0,686.8821987429081,1,0,0,0,7,4
17567,46,1,2,5,1,0,2,1,13,112.4,31745.7,26.0,722.32,0,1,0,0,3,3
17568,49,0,2,2,0,2,2,0,11,125.03,24517.09,24.0,329.9523918055039,1,0,0,0,0,5
17569,51,0,2,3,1,0,0,0,12,420.44,86554.2,4.0,755.13,1,0,0,0,8,2
17570,12,0,1,5,1,1,2,2,-999,1194.1028534428565,13026.46,23.0,686.8821987429081,1,0,1,2,7,3
17571,31,1,0,0,1,2,2,2,19,42.83,34191.64,15.0,570.09,1,0,1,1,1,5
17572,47,1,1,2,0,1,0,1,16,-644.3224548960235,49888.96,9.0,606.36,0,1,1,2,2,5
17573,41,1,1,1,1,0,2,2,19,160.26,49496.39,15.976715237406287,691.93,1,0,1,3,3,4
17574,25,1,2,3,0,0,1,2,8,182.38,33484.87,29.0,1198.2094665592294,1,0,1,3,3,3
17575,26,0,0,3,1,0,0,0,15,664.21,27647.66,3.0,802.48,0,1,0,0,8,1
17576,21,0,2,0,0,2,2,2,12,1004.3594261189992,27155.72,16.0,579.65,0,1,0,0,3,5
17577,59,0,1,0,1,0,1,0,21,32.31,5057.28,16.0,662.14,0,1,0,0,7,5
17578,23,1,0,0,1,2,1,2,11,32.14,34705.56,12.0,632.65,0,1,0,0,2,5
17579,41,0,0,4,0,0,2,0,13,488.26,45024.63,18.0,765.61,1,0,0,0,3,3
17580,58,0,0,2,0,1,2,2,13,56.27,49456.08,23.0,651.3,1,0,1,3,1,4
17581,47,1,0,2,0,1,1,2,14,436.08,40874.01,26.0,588.82,0,1,1,1,7,5
17582,54,1,1,1,1,0,2,0,6,626.52,5749.74,15.976715237406287,822.22,1,1,1,2,5,1
17583,47,1,1,1,0,0,0,1,11,489.98,46255.78,-3.3714720101221047,297.4301915238851,1,0,0,0,3,4
17584,34,1,1,2,0,0,2,0,14,319.44,16259.73,19.0,665.58,1,0,1,3,2,4
17585,34,1,0,0,0,0,1,2,11,493.16,34577.97,5.0,655.72,0,1,0,0,2,5
17586,36,0,0,0,1,0,1,1,3,234.63,23751.79,26.0,676.35,1,1,1,2,7,5
17587,60,0,0,3,0,1,2,2,14,96.69,35498.89,28.0,719.28,0,1,1,3,2,3
17588,18,1,1,0,1,1,2,1,6,32.33,41486.13,28.0,592.48,1,0,1,3,0,5
17589,45,0,0,2,1,1,2,0,21,216.76,35879.38,27.0,636.55,0,1,1,2,1,5
17590,22,1,1,0,1,2,0,1,4,424.54,19831.94,18.0,571.12,1,0,1,3,3,5
17591,62,1,1,0,0,2,2,1,-999,207.65,15395.71,24.0,667.15,1,0,0,0,7,5
17592,46,0,0,4,1,0,2,1,22,501.33,63724.67,3.0,432.4105018296338,1,0,1,3,8,1
17593,22,0,0,2,1,2,1,0,10,36.35,10618.38,16.0,628.05,0,1,0,0,0,4
17594,45,1,0,5,0,0,1,1,17,59.82,43797.9,9.0,632.55,1,0,1,2,1,4
17595,25,1,1,4,0,1,0,1,18,421.37,35993.04,14.0,749.09,1,1,1,1,3,3
17596,49,0,1,2,0,0,2,0,13,44.04,42081.0,25.0,616.29,0,1,0,0,7,4
17597,49,1,0,2,0,1,1,1,9,129.88,36487.84,23.0,532.38,1,0,0,0,1,5
17598,33,1,0,1,0,1,0,2,13,-853.8701657147479,29610.94,21.0,696.27,0,1,1,1,0,4
17599,12,1,1,2,0,0,2,1,6,935.08,47941.54,15.976715237406287,648.61,1,0,1,1,7,4
17600,56,1,0,2,1,0,1,2,15,-395.9419818025565,37928.51,5.0,659.76,1,1,1,1,7,5
17601,48,1,0,0,0,1,2,0,15,33.54,43015.97,15.976715237406287,696.21,0,1,1,3,1,5
17602,22,0,1,0,0,2,1,2,15,32.97,46216.78,12.0,600.17,0,1,1,1,7,5
17603,14,1,1,1,1,0,1,0,5,64.19,2240.47,24.0,380.1573349439967,1,0,1,2,3,4
17604,35,1,0,0,0,2,2,1,19,225.96,16799.18,20.0,670.57,0,1,0,0,7,4
17605,53,0,1,3,0,2,2,1,5,398.44,53235.61,16.0,686.8821987429081,1,0,0,0,5,1
17606,60,0,2,4,1,1,2,2,13,31.34,20817.52,15.976715237406287,790.76,1,0,1,1,1,3
17607,52,0,2,1,1,0,0,2,4,582.44,54547.2,14.0,844.41,1,1,1,2,6,1
17608,46,1,0,1,0,2,2,0,21,34.0,28255.78,8.0,333.08081560727834,1,0,0,0,2,4
17609,12,1,2,4,1,2,2,0,1,1035.04,44933.04,6.0,773.86,1,0,1,1,7,3
17610,60,1,1,0,1,1,2,2,9,108.45,28913.8,15.976715237406287,643.1,0,1,1,1,3,4
17611,25,1,1,0,0,2,2,0,23,337.23,20069.38,-11.537619229007554,686.8821987429081,0,1,1,3,7,5
17612,51,0,1,3,1,2,1,1,11,919.18,36665.4,8.0,792.54,0,1,0,0,1,3
17613,55,0,2,4,1,0,1,2,7,277.64,2183.75,16.0,789.2,0,1,1,2,3,3
17614,39,1,0,0,1,2,2,0,5,103.07,49480.78,15.976715237406287,666.81,0,1,0,0,7,4
17615,26,1,1,3,0,2,2,2,7,469.44,48535.67,17.0,234.28974055864484,1,1,1,3,7,3
17616,49,0,0,0,1,2,1,0,9,186.87,32830.98,20.0,639.36,1,0,1,2,3,5
17617,43,0,0,1,0,2,2,1,6,92.32,46425.4,17.0,746.21,0,1,0,0,1,3
17618,22,0,2,5,0,0,1,2,18,178.17,46471.67,21.0,381.2142781311809,0,1,0,0,1,4
17619,25,1,1,5,1,1,1,1,10,228.88,39843.39,20.0,678.08,1,0,1,3,1,4
17620,16,0,0,5,0,2,1,2,10,30.98,8388.46,7.0,781.3,0,1,0,0,2,3
17621,26,0,0,0,0,1,1,2,16,220.86,33749.09,15.0,521.36,1,0,0,0,0,5
17622,50,1,0,0,0,1,2,1,2,89.49,35915.32,-11.492221838655205,543.16,0,1,1,1,1,5
17623,38,0,0,2,1,1,2,1,14,-798.3970346615474,30800.86,24.0,639.59,1,0,1,2,2,5
17624,39,0,0,1,1,1,1,1,8,45.2,49200.74,13.0,991.6929009955064,0,1,1,1,2,4
17625,61,0,1,5,0,1,2,2,3,454.62,43885.68,15.0,686.8821987429081,0,1,0,0,7,3
17626,20,0,0,2,0,2,2,0,10,210.84,30311.75,15.976715237406287,662.94,1,1,1,3,1,5
17627,46,0,0,0,1,0,1,2,2,43.59,11593.42,20.0,613.85,0,1,0,0,7,4
17628,26,1,0,0,1,2,1,0,3,63.97,19109.87,15.0,248.0240623451537,0,1,1,1,7,5
17629,60,0,0,5,1,2,2,2,13,106.59,4492.41,15.976715237406287,686.8821987429081,1,0,1,1,5,2
17630,10,1,0,3,0,1,1,1,17,339.04,48271.79,15.0,737.82,1,0,0,0,1,3
17631,48,0,0,2,0,1,1,2,9,57.62,44319.96,15.976715237406287,630.85,0,1,0,0,1,5
17632,41,1,1,4,1,1,2,2,16,76.43,1325.19,15.976715237406287,686.8821987429081,1,0,1,2,3,3
17633,10,0,1,5,1,1,1,1,14,47.64,47363.11,27.0,661.66,1,0,0,0,7,4
17634,32,0,0,3,1,1,0,1,3,509.76,16981.13,7.0,732.22,0,1,0,0,3,3
17635,64,1,1,0,0,0,2,1,14,36.88,43448.31,15.976715237406287,322.75556021858125,0,1,1,3,2,4
17636,18,1,0,4,0,2,1,0,13,31.78,11155.8,15.976715237406287,686.8821987429081,0,1,0,0,2,3
17637,52,0,0,5,1,0,2,0,17,190.52,29499.79,25.0,1194.3320418169658,1,0,1,1,2,4
17638,51,1,0,0,1,2,0,2,17,113.34,44331.54,6.0,583.95,0,1,0,0,1,5
17639,64,0,0,0,1,2,0,0,14,1073.26,32023.5,15.976715237406287,1087.3681231550795,1,1,1,2,2,4
17640,57,0,0,1,0,1,1,1,13,178.12,15857.94,6.0,671.22,0,1,1,1,2,4
17641,21,0,2,4,1,1,1,2,-999,499.55,41105.24,46.443930533631516,410.7911010969973,0,1,1,3,3,3
17642,16,0,0,1,1,0,1,2,5,514.99,14326.07,10.0,684.22,0,1,1,2,2,4
17643,34,0,0,0,0,0,1,1,19,228.96,961.88,23.0,675.18,1,1,0,0,7,4
17644,33,0,2,0,0,0,2,1,22,100.77,3738.27,11.0,476.45162108095286,0,1,0,0,2,4
17645,15,1,1,5,0,2,0,0,8,426.94,27751.54,7.0,600.12,1,0,0,0,0,4
17646,10,1,1,3,1,0,2,2,6,165.28,24847.84,15.976715237406287,371.9761666987803,0,1,1,3,3,4
17647,42,0,1,3,1,0,2,1,15,34.78,4622.5,-9.758278147501962,782.16,0,1,0,0,1,3
17648,61,0,1,2,1,0,0,0,19,669.12,44741.7,28.0,603.46,1,1,1,3,1,3
17649,52,1,0,4,0,2,2,2,25,168.9,18987.51,25.0,752.87,1,0,0,0,1,3
17650,19,0,0,4,1,2,2,1,5,352.89,78379.07,3.0,1163.160477807213,1,1,0,0,5,1
17651,32,1,0,5,1,2,0,0,5,1303.28,5202.8,10.0,705.73,0,1,1,3,1,3
17652,19,1,2,2,1,2,0,0,15,536.91,27398.89,15.976715237406287,618.15,0,1,0,0,0,5
17653,32,1,1,5,0,0,2,1,11,68.97,58087.05,16.0,710.69,1,0,0,0,4,2
17654,21,2,1,1,0,1,0,1,7,314.29,42597.72,16.0,722.58,1,0,0,0,1,3
17655,13,1,0,0,0,2,2,2,9,190.36,36895.42,17.0,556.95,0,1,0,0,2,5
17656,21,0,1,4,0,2,1,1,16,175.68,24955.78,17.0,754.12,1,0,0,0,6,2
17657,63,1,1,1,1,1,2,0,-999,220.46,7093.2,8.0,218.6935733356489,1,0,1,3,2,4
17658,13,0,0,2,1,2,2,0,2,34.41,12301.1,23.0,686.8821987429081,0,1,0,0,0,5
17659,38,1,0,1,1,2,0,2,-999,905.09,83488.57,3.0,792.91,1,0,1,2,5,1
17660,36,0,0,5,0,2,1,2,13,31.22,41269.62,29.0,445.6443640631667,0,1,0,0,7,4
17661,25,0,0,2,1,2,2,2,14,56.59,32919.04,7.0,607.73,1,0,1,1,7,5
17662,31,1,0,2,0,2,2,0,13,156.53,36971.98,24.0,653.07,0,1,0,0,1,4
17663,21,1,0,3,1,2,0,0,13,154.24,2091.09,20.0,778.99,1,0,0,0,7,3
17664,12,0,2,4,0,1,2,2,20,30.98,26618.79,27.0,779.79,0,1,1,1,7,3
17665,12,0,2,5,1,1,1,1,9,208.93,36298.42,22.0,707.39,0,1,1,3,7,4
17666,16,1,0,5,1,1,1,0,12,122.78,3516.71,17.0,726.65,1,0,0,0,1,3
17667,26,0,1,3,1,1,0,1,12,519.79,24767.59,28.0,737.63,0,1,1,3,3,3
17668,57,1,1,1,1,2,2,2,24,266.62,22090.07,8.0,613.44,0,1,1,2,3,3
17669,24,1,1,1,0,0,1,2,5,333.91,19299.81,6.0,755.31,1,1,1,1,6,1
17670,24,1,1,4,0,0,1,1,18,202.62,16377.46,42.07459500919468,1235.8116014075556,0,1,1,1,1,3
17671,21,0,0,1,0,0,1,2,-999,114.64,80587.75,15.976715237406287,482.4399697948842,0,1,1,2,4,1
17672,52,0,0,0,1,2,1,2,18,104.36,47392.6,18.0,304.02815319487763,1,0,0,0,3,5
17673,56,1,1,2,1,2,1,2,11,43.94,46127.76,21.0,679.59,1,1,1,3,3,4
17674,41,0,0,0,1,2,2,1,8,171.47,9170.69,5.0,501.77,0,1,1,1,0,5
17675,31,0,0,2,1,1,2,1,5,223.23,31452.56,19.0,529.95,1,0,0,0,7,5
17676,32,1,2,2,1,2,0,0,18,774.77,21509.06,12.0,629.27,0,1,1,2,1,5
17677,20,1,2,2,0,1,1,1,12,32.57,49923.61,25.0,665.21,0,1,0,0,0,5
17678,15,0,1,1,1,2,2,2,14,197.8,43728.38,15.0,686.8821987429081,0,1,0,0,2,3
17679,29,0,2,5,0,2,1,1,16,430.16,62974.41,18.0,740.94,0,1,1,3,8,2
17680,20,0,0,2,0,1,1,0,16,30.76,49701.8,11.0,563.8,1,0,0,0,2,5
17681,16,0,0,4,1,2,2,0,14,31.52,25817.15,15.0,788.07,0,1,1,3,1,3
17682,45,1,1,3,0,2,2,1,8,64.41,6790.69,26.0,774.45,0,1,0,0,3,3
17683,60,1,1,4,1,0,0,1,9,30.66,83177.03,15.976715237406287,711.22,1,0,1,1,5,2
17684,34,0,1,2,0,0,2,1,7,159.65,48679.55,10.0,681.59,1,0,1,1,3,5
17685,39,0,2,0,1,1,2,0,14,306.79,32516.85,15.976715237406287,637.62,0,1,0,0,1,5
17686,14,1,1,1,1,2,1,0,-999,-979.5668957555296,5475.01,22.0,604.85,0,1,1,2,2,4
17687,21,0,1,0,0,0,2,2,19,34.44,2758.01,12.0,640.18,0,1,1,2,2,4
17688,32,1,1,2,1,2,1,2,18,137.79,41021.86,15.0,685.43,0,1,0,0,7,4
17689,39,0,1,3,0,1,2,1,13,1389.36,36431.09,29.0,1197.6086425087346,1,0,0,0,7,3
17690,61,1,1,2,1,0,1,1,20,33.27,45492.44,16.0,1171.0778593274715,0,1,0,0,2,4
17691,13,0,2,3,1,0,1,2,12,206.32,71596.36,19.0,760.67,1,1,0,0,4,1
17692,58,0,0,4,0,2,1,0,3,34.46,950.26,28.0,788.38,0,1,0,0,7,3
17693,38,1,1,0,1,0,2,0,9,793.87,1184.89,48.194751050325095,623.52,1,0,0,0,7,4
17694,59,0,1,5,1,2,2,2,12,62.91,17743.73,5.0,715.84,1,0,1,3,2,4
17695,21,0,0,5,1,0,2,2,4,60.89,5471.13,15.976715237406287,1136.575440411731,0,1,1,2,2,3
17696,29,1,0,4,1,2,0,1,17,32.55,34038.14,7.0,770.12,1,0,1,2,0,3
17697,61,1,1,4,1,2,1,2,17,80.81,35974.45,11.0,781.96,1,0,1,2,1,3
17698,25,0,1,3,1,2,2,0,11,31.08,27500.3,14.0,1086.271968820885,1,0,1,3,1,3
17699,30,1,0,4,1,0,0,0,21,230.51,47708.71,29.0,789.8,0,1,1,3,3,3
17700,28,1,0,0,0,0,2,2,-999,150.65,10542.04,23.0,588.07,1,0,0,0,7,5
17701,32,0,0,2,0,0,0,2,14,436.79,44493.56,20.0,171.9132319903651,0,1,0,0,0,5
17702,14,1,0,4,0,0,2,0,12,123.48,26490.59,8.0,303.48828619391577,0,1,0,0,7,3
17703,42,0,0,0,0,0,2,1,5,33.7,38003.86,15.976715237406287,633.45,1,0,0,0,7,5
17704,45,0,1,0,0,0,0,2,-999,-633.532803723415,33815.09,19.0,657.15,0,1,1,2,2,5
17705,36,1,0,2,1,2,1,1,20,1092.1195196215374,8255.24,17.0,640.17,1,0,1,1,1,5
17706,64,0,1,5,1,2,1,0,3,1147.91,34023.74,12.0,1285.5975289651644,1,1,0,0,3,3
17707,43,0,2,2,0,2,1,1,9,136.63,43362.39,28.0,201.51549843322047,1,0,1,3,2,5
17708,53,1,1,0,0,0,2,1,18,184.44,36747.97,16.0,543.18,1,0,0,0,7,5
17709,64,0,1,0,0,0,2,1,8,884.9409696346453,13532.52,28.0,560.19,1,0,1,2,2,5
17710,56,0,1,0,0,2,1,2,14,176.02,6581.06,15.976715237406287,658.57,0,1,1,2,0,5
17711,50,1,0,5,1,1,1,0,18,91.65,73561.31,5.0,718.76,1,0,0,0,5,2
17712,64,0,0,2,0,0,2,1,11,394.87,21367.61,28.0,689.53,1,0,1,3,1,5
17713,31,1,0,2,1,0,0,1,8,1264.23,15376.31,17.0,675.55,1,0,0,0,3,5
17714,33,0,0,1,1,1,1,0,7,71.95,14838.79,19.0,317.39352548124714,0,1,1,2,1,4
17715,32,1,2,0,1,1,2,1,12,33.55,23422.51,13.0,658.88,1,0,0,0,1,5
17716,31,0,2,5,1,0,1,2,11,33.93,22412.25,10.0,770.16,1,0,0,0,3,3
17717,42,1,2,5,1,2,1,2,12,151.04,43446.33,7.0,631.98,1,0,1,1,2,4
17718,64,1,0,0,1,0,2,2,17,99.38,17632.67,14.0,49.731037427349406,1,0,1,2,0,5
17719,19,0,1,1,0,0,1,1,12,108.8,11939.54,19.0,686.8821987429081,0,1,1,3,3,3
17720,14,0,1,3,1,0,1,0,13,-903.377470644918,90277.5,11.0,796.35,0,1,0,0,5,2
17721,18,1,1,1,0,0,1,1,14,82.75,40580.73,21.0,653.82,0,1,1,1,2,4
17722,28,1,1,0,0,2,1,1,17,33.7,47543.86,19.0,648.01,0,1,0,0,3,5
17723,28,0,0,0,0,0,2,2,20,99.12,36466.55,26.0,686.8821987429081,0,1,1,2,2,5
17724,46,0,1,4,0,2,2,2,-999,243.42,19491.81,15.0,686.8821987429081,1,1,0,0,4,2
17725,27,1,1,0,1,2,0,0,10,569.28,25048.88,15.0,671.33,1,0,0,0,7,4
17726,60,0,1,5,0,1,2,1,11,43.35,42278.54,15.976715237406287,675.64,1,0,1,3,1,4
17727,19,0,1,1,1,1,2,1,16,31.73,84706.82,19.0,718.0,1,0,1,3,6,2
17728,19,0,0,1,1,1,1,1,3,155.0,3822.8,3.0,715.11,0,1,0,0,4,2
17729,64,1,0,1,0,1,0,1,6,204.15,19680.34,5.0,609.65,0,1,0,0,3,4
17730,38,1,1,2,0,2,1,2,16,1266.7360747568605,41955.68,6.0,290.9066322390484,1,0,0,0,0,5
17731,34,1,1,2,1,1,2,1,5,1215.489432576464,21172.36,20.0,638.95,0,1,1,2,3,4
17732,19,1,1,0,1,1,2,2,3,-128.78197091139384,33709.94,21.0,686.8821987429081,0,1,0,0,3,4
17733,30,0,1,3,1,1,2,1,7,107.1,23618.62,19.0,784.09,0,1,0,0,8,1
17734,37,0,0,0,1,0,2,1,19,-787.3126781449208,36942.03,15.976715237406287,602.57,1,0,0,0,2,4
17735,59,0,2,3,1,1,1,1,11,1238.96,23164.2,15.976715237406287,503.67676639116735,1,1,0,0,7,3
17736,61,1,1,5,0,0,1,2,9,44.46,27931.36,15.976715237406287,686.8821987429081,1,0,1,1,2,3
17737,55,0,1,0,1,2,1,1,13,40.06,2785.15,7.0,680.03,0,1,1,3,7,4
17738,36,1,0,2,1,2,1,2,12,148.56,45259.8,18.0,686.8821987429081,0,1,1,2,2,5
17739,20,0,0,2,1,0,1,0,12,32.68,1081.76,6.0,661.0,1,0,1,3,7,5
17740,18,0,0,0,1,2,2,1,12,224.49,38419.51,14.0,-226.74998948125057,0,1,0,0,7,5
17741,12,1,0,1,0,1,2,2,9,313.55,77120.87,12.0,739.85,0,1,1,1,4,2
17742,54,1,0,1,0,2,1,0,14,158.12,41436.46,25.0,741.98,1,0,1,1,2,3
17743,16,1,1,0,0,0,2,1,17,250.54,46386.18,13.0,658.69,1,0,0,0,0,5
17744,55,1,2,1,0,0,2,0,15,229.12,16800.32,14.0,694.79,1,0,1,3,2,4
17745,45,1,1,3,0,0,1,2,4,64.5,49478.24,5.0,776.39,1,0,1,3,0,3
17746,64,1,1,3,0,2,1,2,14,-799.2103994276139,21967.19,51.590987309491794,797.85,0,1,1,2,7,3
17747,64,0,1,1,0,1,1,0,16,39.51,12431.41,17.0,642.74,1,0,1,3,1,4
17748,61,0,1,1,0,0,2,2,8,186.64,41745.08,19.0,717.32,0,1,1,3,3,4
17749,56,0,1,0,0,1,1,0,21,96.03,42121.94,14.0,656.63,1,0,1,1,0,4
17750,60,0,0,5,1,2,1,0,16,41.09,31586.95,12.0,654.33,0,1,1,3,0,4
17751,19,0,0,4,1,1,1,0,8,64.19,26783.1,2.0,807.74,0,1,0,0,8,1
17752,52,1,1,0,1,1,1,0,12,34.84,46992.9,22.0,589.18,1,0,1,2,0,5
17753,12,0,1,1,0,2,2,2,23,-819.8480956502019,40971.1,19.0,760.65,0,1,0,0,3,3
17754,44,1,2,2,0,1,0,1,22,222.26,32893.93,15.976715237406287,606.78,1,0,0,0,0,5
17755,44,1,1,2,1,0,2,0,13,291.34,34781.22,17.0,649.05,1,0,0,0,2,5
17756,55,1,0,2,1,1,1,2,14,798.2,6684.11,5.0,388.375902429682,1,1,0,0,1,5
17757,43,1,0,1,1,0,1,2,6,331.95,1342.96,5.0,313.22537847342494,1,1,0,0,1,3
17758,42,0,1,2,1,0,2,0,18,33.2,41623.53,20.0,566.13,1,0,0,0,3,5
17759,49,1,0,4,0,2,1,1,12,-804.5550102418993,32389.15,13.0,337.9500598508351,1,0,0,0,8,1
17760,17,0,1,4,1,0,2,2,14,566.26,45026.01,12.0,798.88,0,1,1,3,2,3
17761,27,1,0,0,0,0,1,1,16,78.32,2350.57,39.027452229834864,686.8821987429081,0,1,1,2,3,4
17762,13,1,1,5,0,1,2,0,21,52.85,36440.27,29.0,991.1231464845554,1,0,1,3,7,4
17763,40,0,1,4,0,1,2,1,17,109.36,18026.46,21.0,763.79,0,1,0,0,7,3
17764,32,0,1,2,0,1,2,2,14,34.36,30093.89,23.0,676.67,0,1,1,1,3,5
17765,57,0,1,3,0,0,2,2,10,192.55,14521.29,40.34063762167693,727.3,0,1,0,0,0,3
17766,10,0,1,4,0,1,1,0,18,444.22,35706.59,9.0,766.51,0,1,0,0,4,2
17767,59,0,1,5,1,0,1,1,10,633.39,48362.58,7.0,680.83,1,0,1,2,7,4
17768,26,0,1,4,0,1,1,1,10,359.66,14970.78,29.0,751.09,0,1,1,1,7,3
17769,43,0,0,2,1,2,2,1,4,810.35,7574.23,21.0,695.86,1,1,1,3,2,4
17770,59,0,0,0,0,2,0,0,15,482.97,37086.0,15.0,1110.405407346895,0,1,0,0,7,5
17771,22,0,2,3,1,1,2,1,15,555.11,48484.85,11.0,766.76,1,0,0,0,7,3
17772,11,1,1,0,1,2,0,2,12,244.51,24222.58,17.0,536.71,1,1,1,2,3,5
17773,53,0,1,2,0,0,1,1,18,485.69,1734.19,8.0,667.59,0,1,0,0,2,5
17774,14,1,0,0,1,0,2,0,12,38.94,31821.05,29.0,596.17,1,0,0,0,0,5
17775,12,0,1,1,1,1,2,1,17,414.06,44266.62,23.0,686.8821987429081,1,0,1,1,7,4
17776,25,1,1,5,0,1,2,1,16,235.0,29504.63,27.0,747.36,0,1,1,3,3,3
17777,38,0,2,3,1,1,0,2,10,347.12,23257.12,19.0,733.54,0,1,1,2,1,3
17778,62,0,1,1,0,1,1,0,5,1178.3887191408164,4445.84,20.0,686.8821987429081,0,1,0,0,7,4
17779,59,0,2,0,1,2,2,1,19,113.94,36906.87,18.0,1206.8822444134214,1,0,0,0,3,5
17780,44,0,1,0,1,2,1,1,17,30.19,49079.25,19.0,633.34,0,1,0,0,3,5
17781,56,1,1,2,0,2,2,2,-999,414.5,48761.23,13.0,663.09,1,0,0,0,3,5
17782,12,0,1,2,0,1,2,2,16,54.41,4997.85,22.0,683.56,1,0,0,0,3,5
17783,40,1,1,3,1,2,0,0,18,1146.33,76424.23,15.976715237406287,813.65,1,1,0,0,4,1
17784,28,0,0,4,0,1,1,1,11,109.26,48565.74,8.0,730.2,0,1,1,2,3,3
17785,23,1,1,2,1,1,2,0,13,1426.0256391901692,41996.86,15.0,553.74,0,1,0,0,2,5
17786,48,1,2,3,1,0,1,2,6,819.7,82131.53,1.0,1083.3693949508745,1,1,0,0,4,1
17787,26,1,0,0,0,2,1,2,5,229.02,16271.44,23.0,711.88,1,1,1,2,7,4
17788,46,1,2,3,0,1,2,0,16,252.61,56998.91,17.0,769.39,0,1,0,0,5,2
17789,40,0,0,3,1,0,1,1,16,180.77,34077.33,15.0,785.15,1,0,0,0,2,3
17790,44,1,0,0,1,0,1,2,6,362.86,32398.46,15.976715237406287,609.07,1,0,1,3,2,5
17791,45,0,1,2,0,0,2,2,13,265.76,44612.77,15.0,635.97,0,1,0,0,2,5
17792,34,0,1,5,1,2,2,0,13,108.01,49833.18,13.0,757.87,0,1,1,2,2,3
17793,41,0,2,4,0,0,2,1,15,428.18,61950.11,16.0,805.76,0,1,0,0,8,1
17794,18,0,0,0,0,1,2,2,8,230.28,12301.35,16.0,686.8821987429081,0,1,0,0,3,5
17795,11,1,0,3,1,2,1,1,3,720.72,27383.24,12.0,978.1073759153652,1,0,1,2,0,3
17796,29,0,0,5,0,0,1,1,10,34.33,1880.11,15.976715237406287,662.8,1,0,1,3,0,4
17797,47,0,1,0,1,0,2,1,11,703.1,46686.8,15.976715237406287,652.49,0,1,0,0,1,5
17798,11,1,2,1,0,0,2,0,7,179.47,24628.59,15.0,1116.5240688926292,1,0,1,3,7,3
17799,13,0,0,1,0,2,2,2,16,409.09,22015.52,24.0,686.8821987429081,1,0,0,0,3,3
17800,30,1,2,3,0,0,1,1,1,113.68,31123.85,29.0,1216.5597885177108,0,1,1,1,2,3
17801,27,0,0,1,0,0,1,0,14,95.42,45063.72,23.0,796.65,1,0,0,0,7,3
17802,56,1,2,3,0,2,1,1,14,361.35,59329.06,16.0,847.27,1,0,1,2,8,1
17803,57,0,0,3,1,0,2,0,8,725.82,30127.2,22.0,1180.8340493803023,0,1,0,0,0,3
17804,21,0,2,2,1,1,2,1,15,202.45,47889.22,15.976715237406287,632.84,1,0,1,3,0,5
17805,17,0,1,1,0,1,2,1,12,240.86,1887.61,22.0,730.4,0,1,0,0,0,3
17806,11,1,0,1,1,2,0,2,4,286.07,39729.75,16.0,753.38,0,1,1,3,0,3
17807,25,1,0,1,0,2,2,0,15,86.96,13355.02,14.0,732.31,0,1,1,2,2,3
17808,27,0,0,3,0,0,2,0,7,218.34,25563.47,29.0,791.58,0,1,0,0,2,3
17809,48,0,1,2,1,0,2,0,21,-753.8952685630278,43486.8,15.976715237406287,524.5,1,0,0,0,0,5
17810,49,1,2,5,1,2,1,2,14,961.2,79715.43,15.0,795.71,1,0,1,1,4,2
17811,38,0,0,0,1,1,0,2,16,1539.8944308657387,9125.91,15.0,529.17,1,0,0,0,1,5
